candidate,office,party_detailed,party_simplified,state,state_po,votes
AMY MAHER,CIRCUIT COURT JUDGE - HYLLA VACANCY,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,71004
JOE SOSNOWSKI,STATE HOUSE,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,45218
LINDSEY LAPOINTE,STATE HOUSE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,27823
KATHERINE FORBES,US PRESIDENT,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,0
RICHARD L BROCH JR - YES,RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,121313
DANA RHOADES,CIRCUIT COURT JUDGE - FINSON VACANCY,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,5855
RAUL VEGA - NO,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,401309
JOAN E POWELL - NO,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,371619
ANNA SCHIEFELBEIN,STATE HOUSE,GREEN,OTHER,ILLINOIS,IL,2326
MARCUS C EVANS JR,STATE HOUSE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,39641
JUDITH RICE - NO,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,355910
BRAD HALBROOK,STATE HOUSE,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,39272
MIKE MARRON,STATE HOUSE,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,27096
WILLIAM S DICKENSON,CIRCUIT COURT JUDGE - ERICKSON VACANCY,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,40524
ELIZABETH ANNE WALSH,COOK COUNTY CIRCUIT COURT JUDGE - O'BRIEN VACANCY,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,1476514
JONATHAN CARROLL,STATE HOUSE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,32397
JENNIFER ZORDANI,STATE HOUSE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,29528
JOSEPH G MCGRAW - NO,RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,20954
GAIL NOLL,CIRCUIT COURT JUDGE - GRAVES VACANCY,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,130609
KASSEM MOUKAHAL,STATE HOUSE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,21805
CHRIS BOS,STATE HOUSE,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,33697
MAUREEN WARD KIRBY - NO,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,351427
ANNE STAVA-MURRAY,STATE HOUSE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,33340
MIKE QUIGLEY,US HOUSE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,255661
BRYAN ROBINSON,US SENATE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,0
"ANGEL ""GELLO"" SIDES",STATE HOUSE,GREEN,OTHER,ILLINOIS,IL,7666
TODD CELLA,US PRESIDENT,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,0
DEBORAH ROUSE,US PRESIDENT,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,1
JANET ADAMS BROSNAHAN - YES,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,1259719
SUZANNE WELLS,CIRCUIT COURT JUDGE - FINSON VACANCY,LINCOLN HERITAGE,OTHER,ILLINOIS,IL,3664
JUSTIN Q SLAUGHTER,STATE HOUSE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,41616
MARTIN W SIEMER - NO,RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,23003
MATTHEW J FITTON - YES,RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,103266
GREGORY J WOJKOWSKI - NO,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,452667
SARA FEIGENHOLTZ,STATE SENATE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,106220
JASON CHAMBERS,CIRCUIT COURT JUDGE - FREITAG VACANCY,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,113601
JAMES R MURPHY - YES,RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,153855
ALLEN SKILLICORN,STATE HOUSE,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,27698
MICHAEL E HASTINGS,STATE SENATE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,90460
ABBEY FISHMAN ROMANEK - YES,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,1253355
BRAD STEPHENS,STATE HOUSE,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,28314
CHRIS LAWLER - YES,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,1217028
MIKE FRICILONE,US HOUSE,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,133851
JEFFREY S GEISLER,CIRCUIT COURT JUDGE - WEBBER VACANCY,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,136051
DEBRA B WALKER - YES,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,1325366
P SCOTT NEVILLE JR,SUPREME COURT JUSTICE - FREEMAN VACANCY,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,1765329
THOMAS J CARROLL - YES,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,1231561
TOTAL,BALLOTS CAST,GREEN,OTHER,ILLINOIS,IL,91087
ADAM GIGANTI,CIRCUIT COURT JUDGE - SCHMIDT VACANCY,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,129914
BLAINE WILHOUR,STATE HOUSE,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,38397
DONNA L COOPER - YES,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,1318852
AMY MAHER,CIRCUIT COURT JUDGE - HYLLA VACANCY,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,71004
DONNA L COOPER - NO,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,323615
"JESUS ""CHUY"" GARCIA",US HOUSE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,187219
ADRIENNE WAKAT ALBRECHT - NO,RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,12091
MEGAN ELIZABETH GOLDISH - YES,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,1171446
BRAD BIELERT,STATE HOUSE,LIBERTARIAN,LIBERTARIAN,ILLINOIS,IL,8452
RANDY AUXIER,STATE HOUSE,GREEN,OTHER,ILLINOIS,IL,6216
ANDREW J DOYLE,CIRCUIT COURT JUDGE - MANGIERI VACANCY,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,40858
MIKE BOST,US HOUSE,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,194839
JOSEPH G MCGRAW - NO,RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,20954
DOMINIQUE C ROSS - YES,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,1253723
JAMES R MURPHY - NO,RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,44144
ANDREW J DOYLE,CIRCUIT COURT JUDGE - MANGIERI VACANCY,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,40858
STEVE STOBBS,CIRCUIT COURT JUDGE - MATOESIAN VACANCY,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,80578
DANIEL L KENNEDY - NO,RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,77089
DENNIS R RUTH - YES,RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,92775
STANLEY BRANDMEYER - YES,RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,80897
SHELDON R SOBOL,CIRCUIT COURT JUDGE - MARSAGLIA VACANCY,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,20159
CYNTHIA Y COBBS - YES,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,1318514
JAMES F MCCLUSKEY,CIRCUIT COURT JUDGE - BAKALIS VACANCY,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,218495
ELIZABETH ANNE WALSH,COOK COUNTY CIRCUIT COURT JUDGE - O'BRIEN VACANCY,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,1476514
"CHRISTOPHER ""CD"" DAVIDSMEYER",STATE HOUSE,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,38578
BRIAN CARROLL,US PRESIDENT,AMERICAN SOLIDARITY,OTHER,ILLINOIS,IL,9548
MARY S SCHOSTOK - NO,RETENTION APPELLATE COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,265164
ALLISON LORTON,CIRCUIT COURT JUDGE - PISTORIUS VACANCY,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,6350
RICHARD L BROCH JR - YES,RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,121313
MATTHEW J HARTRICH,CIRCUIT COURT JUDGE - OVERSTREET VACANCY,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,79203
ADRIENNE WAKAT ALBRECHT - YES,RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,42722
JOHN J KINSELLA - YES,RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,311399
DONALD R SCHAAF JR,CIRCUIT COURT JUDGE - PISTORIUS VACANCY,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,5335
RICHARD D FELICE,CIRCUIT COURT JUDGE - O'SHEA VACANCY,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,232660
GLENN OLOFSON,STATE HOUSE,LIBERTARIAN,LIBERTARIAN,ILLINOIS,IL,12000
DAVID K OVERSTREET,SUPREME COURT JUSTICE - KARMEIER VACANCY,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,388129
ANNA SCHIEFELBEIN,STATE HOUSE,GREEN,OTHER,ILLINOIS,IL,2326
CHRISTOPHER KRUGER,STATE HOUSE,GREEN,OTHER,ILLINOIS,IL,1606
BRYAN ROBINSON,US SENATE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,0
JODY GLEASON,CIRCUIT COURT JUDGE - MCCANN VACANCY,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,49697
LESLIE ANN WOOD,CIRCUIT COURT JUDGE - MATOESIAN VACANCY,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,59979
ANDRE THAPEDI,STATE HOUSE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,26680
RAMONA SULLIVAN,CIRCUIT COURT JUDGE - JONES VACANCY,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,53999
ANJANA HANSEN - YES,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,1242804
ANN CELINE WALSH,CIRCUIT COURT JUDGE - SUTTER VACANCY,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,233501
STEVE STOBBS,CIRCUIT COURT JUDGE - MATOESIAN VACANCY,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,80578
MARNIE MICHELLE SLAVIN,CIRCUIT COURT JUDGE - SCHIPPERS VACANCY,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,32132
HOWARD SHAWN,US PRESIDENT,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,0
ELIZABETH FLOOD,CIRCUIT COURT JUDGE - SPENCE VACANCY,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,115330
"DONALD ""DJ"" TEGELER - YES",RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,147783
THERESA MAH,STATE HOUSE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,25771
KEVIN J WARD,CIRCUIT COURT JUDGE - KELLY VACANCY,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,10459
CHRIS LAWLER - NO,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,412070
EDGAR GONZALEZ JR,STATE HOUSE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,22403
ANJANA HANSEN - NO,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,375098
JAMES A MACK - NO,RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,33108
LANCE YEDNOCK,STATE HOUSE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,27289
JOEL JC POWLESS,CIRCUIT COURT JUDGE - TODD VACANCY,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,6143
RAMONA SULLIVAN,CIRCUIT COURT JUDGE - JONES VACANCY,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,53999
LINNEA E THOMPSON - NO,RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,25513
"DONALD ""DJ"" TEGELER - NO",RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,50152
BILL REDPATH,US HOUSE,LIBERTARIAN,LIBERTARIAN,ILLINOIS,IL,7079
ERIKA C WEAVER,US HOUSE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,88559
DEB CONROY,STATE HOUSE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,34949
ESTHER JOY KING,US HOUSE,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,143863
BLAINE WILHOUR,STATE HOUSE,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,38397
ANNA HELEN DEMACOPOULOS - YES,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,1162875
THADDEUS JONES,STATE HOUSE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,42578
CHARLES MCGORRAY,STATE HOUSE,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,17865
DANNY K DAVIS,US HOUSE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,249383
AMY MAHER,CIRCUIT COURT JUDGE - HYLLA VACANCY,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,71004
DIANE PAPPAS,STATE HOUSE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,26590
DAVE KOEHLER,STATE SENATE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,47492
CHRIS FRANKLIN,US PRESIDENT,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,0
JOSEPH M GRADY - YES,RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,151416
JAMES W CAMPANELLA - YES,RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,123169
LEWIS NIXON - YES,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,1248873
PAMELA ELIZABETH LOZA - NO,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,353840
"EUGENE P ""GENE"" DAUGHERITY - NO",RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,20628
CHRIS DOSCOTCH,CIRCUIT COURT JUDGE - HOOS VACANCY,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,68099
JOHN MCGEHEE,CIRCUIT COURT JUDGE - LEFSTEIN VACANCY,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,51319
KENNETH ALLISON,STATE HOUSE,LIBERTARIAN,LIBERTARIAN,ILLINOIS,IL,2549
CYNTHIA Y COBBS - NO,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,327611
ANNE STAVA-MURRAY,STATE HOUSE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,33340
TARA R WALLACE,CIRCUIT COURT JUDGE - LAMAR VACANCY,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,1240
LEWIS NIXON - YES,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,1248873
ANNA MOELLER,STATE HOUSE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,23849
LINNEA E THOMPSON - NO,RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,25513
SUZANNE M NESS,STATE HOUSE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,29966
MICHAEL W FEETTERER - NO,RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,34005
MICHAEL C SABOL,CIRCUIT COURT JUDGE - KINZER VACANCY,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,12342
DANIEL RIPPY - YES,RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,206875
CHRISTOPHER KRUGER,STATE HOUSE,GREEN,OTHER,ILLINOIS,IL,1606
ADRIENNE WAKAT ALBRECHT - YES,RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,42722
VALERIE RAMIREZ MUKHERJEE,US HOUSE,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,114442
ANN M WILLIAMS,STATE HOUSE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,50970
JEFF ALLEN - YES,RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,215124
LINDSAY PARKHURST,CIRCUIT COURT JUDGE - KICK VACANCY,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,52858
ADRIENNE WAKAT ALBRECHT - YES,RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,42722
ANN CELINE WALSH,CIRCUIT COURT JUDGE - SUTTER VACANCY,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,233501
TERENCE M PATTON - NO,RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,26642
KEITH R WHEELER,STATE HOUSE,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,35817
MICHELLE FADELEY,STATE HOUSE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,23465
DEBRA B WALKER - YES,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,1325366
MATTHEW J FITTON - NO,RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,19648
NORINE K HAMMOND,STATE HOUSE,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,27892
DAVID F BLACK,US SENATE,GREEN,OTHER,ILLINOIS,IL,56711
JAMES R MURPHY - YES,RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,153855
JIM OBERWEIS,US HOUSE,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,197835
MARK BATINICK,STATE HOUSE,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,32224
SONYA MARIE HARPER,STATE HOUSE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,32219
RICHARD D FELICE,CIRCUIT COURT JUDGE - O'SHEA VACANCY,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,232660
KRISTYNA COLLEEN RYAN - YES,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,1282455
AURELIA MARIE PUCINSKI - YES,RETENTION APPELLATE COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,1406831
"CHRISTOPHER ""CD"" DAVIDSMEYER",STATE HOUSE,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,38578
JOEL JC POWLESS,CIRCUIT COURT JUDGE - TODD VACANCY,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,6143
BARBARA BELLAR,US PRESIDENT,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,0
CAROLINE KATE MORELAND - YES,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,1224626
"ANTONIO ""TONY"" MUNOZ",STATE SENATE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,47959
DANIEL RIPPY - YES,RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,206875
CHRIS E REIF - NO,RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,28292
MATT GOETTEN,CIRCUIT COURT JUDGE - DAY VACANCY,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,2644
MARY S SCHOSTOK - YES,RETENTION APPELLATE COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,1061303
MONIQUE O'TOOLE,CIRCUIT COURT JUDGE - ANDERSON VACANCY,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,234089
LAURA MARIE SULLIVAN - NO,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,450639
CRISTINA CASTRO,STATE SENATE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,54534
DAN YOST,STATE HOUSE,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,23189
WILL GUZZARDI,STATE HOUSE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,33816
LAURA CURTIS,STATE HOUSE,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,24725
DONNA L COOPER - YES,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,1318852
CHRIS MILLER,STATE HOUSE,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,35788
ANJANA HANSEN - YES,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,1242804
"ANGEL ""GELLO"" SIDES",STATE HOUSE,GREEN,OTHER,ILLINOIS,IL,7666
DIANA ROSARIO - YES,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,1100742
MARCUS C EVANS JR,STATE HOUSE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,39641
DIANA L KENWORTHY - YES,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,1276888
"ANTHONY C ""TONY"" KYRIAKOPOULOS - NO",RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,453965
TRACY W RESCH - YES,RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,57974
AMY M BERTANI-TOMCZAK - YES,RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,228124
MICHAEL B HYMAN - NO,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,397990
STEVEN G WATKINS - YES,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,1251543
CRAIG CAMERON,US HOUSE,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,41390
AMY M BERTANI-TOMCZAK - NO,RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,69784
CHRIS LAWLER - YES,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,1217028
DAN CAULKINS,STATE HOUSE,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,53327
CHASE WILHELM,STATE HOUSE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,15475
MARITZA MARTINEZ - YES,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,1312844
LAURA MARIE SULLIVAN - YES,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,1207296
ALLEN SKILLICORN,STATE HOUSE,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,27698
EVA DINA DELGADO,STATE HOUSE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,25453
"ROBERT C ""RC"" BOLLINGER - YES",RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,120243
JANET YANG ROHR,STATE HOUSE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,31613
JEFF ALLEN - YES,RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,215124
DAVID GERVAIS,CIRCUIT COURT JUDGE - CALDWELL VACANCY,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,88052
ANNA SCHIEFELBEIN,STATE HOUSE,GREEN,OTHER,ILLINOIS,IL,2326
ANN B JORGENSEN - NO,RETENTION APPELLATE COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,256183
ANNA MOELLER,STATE HOUSE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,23849
RAYLENE GRISCHOW,CIRCUIT COURT JUDGE - CAVANAGH VACANCY,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,80026
JOEL JC POWLESS,CIRCUIT COURT JUDGE - TODD VACANCY,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,6143
MARK C CURRAN JR,US SENATE,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,2319870
JUDY CATES,SUPREME COURT JUSTICE - KARMEIER VACANCY,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,232722
CHRIS LAWLER - NO,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,412070
LAKESIA COLLINS,STATE HOUSE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,38252
JEHAN GORDON-BOOTH,STATE HOUSE,DEMOCRAT,DEMOCRAT,ILLINOIS,IL,28912
GREGORY J WOJKOWSKI - YES,RETENTION COOK COUNTY CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,1217168
KENNETH ALLISON,STATE HOUSE,LIBERTARIAN,LIBERTARIAN,ILLINOIS,IL,2549
DENNIS R RUTH - YES,RETENTION CIRCUIT COURT JUDGE,NONPARTISAN,NONPARTISAN,ILLINOIS,IL,92775
JEFFREY S GEISLER,CIRCUIT COURT JUDGE - WEBBER VACANCY,REPUBLICAN,REPUBLICAN,ILLINOIS,IL,136051
